depcity,arrcity,fare,deplocation,arrlocation,deptime,arrtime,duration,depdate,scrapedate
"Minneapolis, MN","Chicago, IL",$10.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Union Station S Canal St south of Jackson Blvd.,4:00 PM,12:25 AM,8hrs 25mins,5/28/2014,5/14/2014
"Minneapolis, MN","Chicago, IL",$10.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Union Station S Canal St south of Jackson Blvd.,10:00 PM,6:10 AM,8hrs 10mins,5/28/2014,5/14/2014
"Minneapolis, MN","Chicago, IL",$17.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Union Station S Canal St south of Jackson Blvd.,11:45 PM,8:05 AM,8hrs 20mins,5/28/2014,5/14/2014
"Minneapolis, MN","Madison, U of Wisc, WI",$23.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",(Temporary Location) 800 University Ave Between Park and Langdon,10:00 AM,3:15 PM,5hrs 15mins,5/28/2014,5/14/2014
"Minneapolis, MN","Madison, U of Wisc, WI",$10.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",(Temporary Location) 800 University Ave Between Park and Langdon,12:10 PM,5:25 PM,5hrs 15mins,5/28/2014,5/14/2014
"Minneapolis, MN","Madison, U of Wisc, WI",$10.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",(Temporary Location) 800 University Ave Between Park and Langdon,4:00 PM,9:15 PM,5hrs 15mins,5/28/2014,5/14/2014
"Minneapolis, MN","Madison, U of Wisc, WI",$10.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",(Temporary Location) 800 University Ave Between Park and Langdon,10:00 PM,3:15 AM,5hrs 15mins,5/28/2014,5/14/2014
"Minneapolis, MN","Madison, WI",$23.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Dutch Mill Park and Ride,10:00 AM,3:45 PM,5hrs 45mins,5/28/2014,5/14/2014
"Minneapolis, MN","Madison, WI",$10.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Dutch Mill Park and Ride,12:10 PM,5:55 PM,5hrs 45mins,5/28/2014,5/14/2014
"Minneapolis, MN","Madison, WI",$10.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Dutch Mill Park and Ride,4:00 PM,9:45 PM,5hrs 45mins,5/28/2014,5/14/2014
"Minneapolis, MN","Madison, WI",$10.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Dutch Mill Park and Ride,10:00 PM,3:45 AM,5hrs 45mins,5/28/2014,5/14/2014
"Minneapolis, MN","Milwaukee, WI",$13.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field","4th Street, North of St Paul",6:30 AM,12:45 PM,6hrs 15mins,5/28/2014,5/14/2014
"Minneapolis, MN","Milwaukee, WI",$13.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field","4th Street, North of St Paul",11:45 PM,6:05 AM,6hrs 20mins,5/28/2014,5/14/2014
"Mobile, AL","Atlanta, GA",$12.00 ,GM&O Transit Center - 110 Beauregard St,MARTA Civic Center - 435 W Peachtree St NW,12:55 AM,8:15 AM,6hrs 20mins,5/28/2014,5/14/2014
"Mobile, AL","Atlanta, GA",$10.00 ,GM&O Transit Center - 110 Beauregard St,MARTA Civic Center - 435 W Peachtree St NW,10:55 AM,6:15 PM,6hrs 20mins,5/28/2014,5/14/2014
"Mobile, AL","Atlanta, GA",$7.00 ,GM&O Transit Center - 110 Beauregard St,MARTA Civic Center - 435 W Peachtree St NW,3:55 PM,11:15 PM,6hrs 20mins,5/28/2014,5/14/2014
"Mobile, AL","Gainesville, FL",$1.00 ,GM&O Transit Center - 110 Beauregard St,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,2:30 AM,10:15 AM,6hrs 45mins,5/28/2014,5/14/2014
"Mobile, AL","Gainesville, FL",$1.00 ,GM&O Transit Center - 110 Beauregard St,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,2:00 PM,9:45 PM,6hrs 45mins,5/28/2014,5/14/2014
"Mobile, AL","Montgomery, AL",$21.00 ,GM&O Transit Center - 110 Beauregard St,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,12:55 AM,4:30 AM,3hrs 35mins,5/28/2014,5/14/2014
"Mobile, AL","Montgomery, AL",$21.00 ,GM&O Transit Center - 110 Beauregard St,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,10:55 AM,2:30 PM,3hrs 35mins,5/28/2014,5/14/2014
"Mobile, AL","Montgomery, AL",$17.00 ,GM&O Transit Center - 110 Beauregard St,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,3:55 PM,7:30 PM,3hrs 35mins,5/28/2014,5/14/2014
"Mobile, AL","New Orleans, LA",$17.00 ,GM&O Transit Center - 110 Beauregard St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,3:15 AM,5:45 AM,2hrs 30mins,5/28/2014,5/14/2014
"Mobile, AL","New Orleans, LA",$9.00 ,GM&O Transit Center - 110 Beauregard St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,5:05 AM,7:30 AM,2hrs 25mins,5/28/2014,5/14/2014
"Mobile, AL","New Orleans, LA",$21.00 ,GM&O Transit Center - 110 Beauregard St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,11:30 AM,1:55 PM,2hrs 25mins,5/28/2014,5/14/2014
"Mobile, AL","New Orleans, LA",$17.00 ,GM&O Transit Center - 110 Beauregard St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,4:15 PM,6:45 PM,2hrs 30mins,5/28/2014,5/14/2014
"Mobile, AL","New Orleans, LA",$10.00 ,GM&O Transit Center - 110 Beauregard St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,7:05 PM,9:30 PM,2hrs 25mins,5/28/2014,5/14/2014
"Mobile, AL","Orlando, FL",$1.00 ,GM&O Transit Center - 110 Beauregard St,101-199 N Gertrude Ave,2:30 AM,12:15 PM,8hrs 45mins,5/28/2014,5/14/2014
"Mobile, AL","Orlando, FL",$1.00 ,GM&O Transit Center - 110 Beauregard St,101-199 N Gertrude Ave,2:00 PM,11:45 PM,8hrs 45mins,5/28/2014,5/14/2014
"Mobile, AL","Tallahassee, FL",$1.00 ,GM&O Transit Center - 110 Beauregard St,CK Steele Plaza Gate 24,2:30 AM,7:30 AM,4hrs 0mins,5/28/2014,5/14/2014
"Mobile, AL","Tallahassee, FL",$1.00 ,GM&O Transit Center - 110 Beauregard St,CK Steele Plaza Gate 24,2:00 PM,7:00 PM,4hrs 0mins,5/28/2014,5/14/2014
"Montgomery, AL","Atlanta, GA",$9.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,MARTA Civic Center - 435 W Peachtree St NW,4:30 AM,8:15 AM,2hrs 45mins,5/28/2014,5/14/2014
"Montgomery, AL","Atlanta, GA",$9.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,MARTA Civic Center - 435 W Peachtree St NW,2:30 PM,6:15 PM,2hrs 45mins,5/28/2014,5/14/2014
"Montgomery, AL","Atlanta, GA",$9.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,MARTA Civic Center - 435 W Peachtree St NW,7:30 PM,11:15 PM,2hrs 45mins,5/28/2014,5/14/2014
"Montgomery, AL","Mobile, AL",$21.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,GM&O Transit Center - 110 Beauregard St,1:30 AM,5:05 AM,3hrs 35mins,5/28/2014,5/14/2014
"Montgomery, AL","Mobile, AL",$17.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,GM&O Transit Center - 110 Beauregard St,7:55 AM,11:30 AM,3hrs 35mins,5/28/2014,5/14/2014
"Montgomery, AL","Mobile, AL",$21.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,GM&O Transit Center - 110 Beauregard St,3:30 PM,7:05 PM,3hrs 35mins,5/28/2014,5/14/2014
"Montgomery, AL","New Orleans, LA",$12.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,1:30 AM,7:30 AM,6hrs 0mins,5/28/2014,5/14/2014
"Montgomery, AL","New Orleans, LA",$17.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,7:55 AM,1:55 PM,6hrs 0mins,5/28/2014,5/14/2014
"Montgomery, AL","New Orleans, LA",$10.00 ,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,3:30 PM,9:30 PM,6hrs 0mins,5/28/2014,5/14/2014
"Morgantown, WV","Pittsburgh, PA",$5.00 ,Mountaineer Station - 1112 Van Voorhis Rd,10th St and Penn Ave,11:40 AM,1:10 PM,1hrs 30mins,5/28/2014,5/14/2014
"Morgantown, WV","Pittsburgh, PA",$10.00 ,Mountaineer Station - 1112 Van Voorhis Rd,10th St and Penn Ave,7:40 PM,9:10 PM,1hrs 30mins,5/28/2014,5/14/2014
"Morgantown, WV","Washington, DC",$10.00 ,Mountaineer Station - 1112 Van Voorhis Rd,Union Station.,8:00 AM,12:30 PM,4hrs 30mins,5/28/2014,5/14/2014
"Morgantown, WV","Washington, DC",$16.00 ,Mountaineer Station - 1112 Van Voorhis Rd,Union Station.,5:30 PM,10:00 PM,4hrs 30mins,5/28/2014,5/14/2014
"Nashville, TN","Atlanta, GA",$13.00 ,704 4th Ave South,MARTA Civic Center - 435 W Peachtree St NW,9:30 AM,3:20 PM,4hrs 50mins,5/28/2014,5/14/2014
"Nashville, TN","Atlanta, GA",$8.00 ,704 4th Ave South,MARTA Civic Center - 435 W Peachtree St NW,7:10 PM,1:00 AM,4hrs 50mins,5/28/2014,5/14/2014
"Nashville, TN","Chattanooga, TN",$14.00 ,704 4th Ave South,Eastgate Complex - 5600 Brainerd Rd.,9:30 AM,1:00 PM,2hrs 30mins,5/28/2014,5/14/2014
"Nashville, TN","Chattanooga, TN",$14.00 ,704 4th Ave South,Eastgate Complex - 5600 Brainerd Rd.,7:10 PM,10:40 PM,2hrs 30mins,5/28/2014,5/14/2014
"Nashville, TN","Chicago, IL",$21.00 ,704 4th Ave South,Union Station S Canal St south of Jackson Blvd.,10:20 AM,7:35 PM,9hrs 15mins,5/28/2014,5/14/2014
"Nashville, TN","Chicago, IL",$21.00 ,704 4th Ave South,Union Station S Canal St south of Jackson Blvd.,8:30 PM,5:30 AM,9hrs 0mins,5/28/2014,5/14/2014
"Nashville, TN","Indianapolis, IN",$22.00 ,704 4th Ave South,200 E Washington St.,10:20 AM,5:20 PM,6hrs 0mins,5/28/2014,5/14/2014
"Nashville, TN","Indianapolis, IN",$15.00 ,704 4th Ave South,200 E Washington St.,8:30 PM,3:00 AM,5hrs 30mins,5/28/2014,5/14/2014
"Nashville, TN","Louisville, KY",$13.00 ,704 4th Ave South,SW Corner of W Liberty St and S 5th St,10:20 AM,2:30 PM,3hrs 10mins,5/28/2014,5/14/2014
"Nashville, TN","Louisville, KY",$10.00 ,704 4th Ave South,SW Corner of W Liberty St and S 5th St,8:30 PM,12:30 AM,3hrs 0mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$10.00 ,Downtown,Port Authority - Gate 417,6:45 AM,7:30 AM,0hrs 45mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$10.00 ,Downtown,Port Authority - Gate 417,8:45 AM,9:40 AM,0hrs 55mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$8.00 ,Downtown,Port Authority - Gate 417,10:45 AM,11:45 AM,1hrs 0mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$1.00 ,Downtown,Port Authority - Gate 417,12:45 PM,1:45 PM,1hrs 0mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$1.00 ,Downtown,Port Authority - Gate 417,2:45 PM,3:45 PM,1hrs 0mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$8.00 ,Downtown,Port Authority - Gate 417,4:45 PM,5:45 PM,1hrs 0mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$1.00 ,Downtown,Port Authority - Gate 417,6:45 PM,7:45 PM,1hrs 0mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$8.00 ,Downtown,Port Authority - Gate 417,8:45 PM,9:45 PM,1hrs 0mins,5/28/2014,5/14/2014
"New Brunswick, NJ","New York, NY",$1.00 ,Downtown,Port Authority - Gate 417,10:45 PM,11:45 PM,1hrs 0mins,5/28/2014,5/14/2014
"New Haven, CT","Boston, MA",$5.00 ,Union Station,South Station - Gate 13,9:15 AM,11:45 AM,2hrs 30mins,5/28/2014,5/14/2014
"New Haven, CT","Hartford, CT",$8.00 ,Union Station,Columbus Blvd between Morgan & Talcott St.,9:15 AM,9:55 AM,0hrs 40mins,5/28/2014,5/14/2014
"New Orleans, LA","Atlanta, GA",$26.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,MARTA Civic Center - 435 W Peachtree St NW,8:30 AM,6:15 PM,8hrs 45mins,5/28/2014,5/14/2014
"New Orleans, LA","Atlanta, GA",$23.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,MARTA Civic Center - 435 W Peachtree St NW,1:30 PM,11:15 PM,8hrs 45mins,5/28/2014,5/14/2014
"New Orleans, LA","Atlanta, GA",$25.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,MARTA Civic Center - 435 W Peachtree St NW,10:30 PM,8:15 AM,8hrs 45mins,5/28/2014,5/14/2014
"New Orleans, LA","Baton Rouge, LA",$14.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,South side of Florida St between 3rd St and Lafayette St,12:15 AM,2:00 AM,1hrs 45mins,5/28/2014,5/14/2014
"New Orleans, LA","Baton Rouge, LA",$14.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,South side of Florida St between 3rd St and Lafayette St,8:00 AM,9:45 AM,1hrs 45mins,5/28/2014,5/14/2014
"New Orleans, LA","Baton Rouge, LA",$27.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,South side of Florida St between 3rd St and Lafayette St,4:45 PM,6:30 PM,1hrs 45mins,5/28/2014,5/14/2014
"New Orleans, LA","Gainesville, FL",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,11:30 AM,9:45 PM,9hrs 15mins,5/28/2014,5/14/2014
"New Orleans, LA","Gainesville, FL",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,11:59 PM,10:15 AM,9hrs 16mins,5/28/2014,5/14/2014
"New Orleans, LA","Houston, TX",$14.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,"Katy Mills Mall, Entrance 5",12:15 AM,8:00 AM,7hrs 45mins,5/28/2014,5/14/2014
"New Orleans, LA","Houston, TX",$14.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,815 Pierce St near Travis St,12:15 AM,6:45 AM,6hrs 30mins,5/28/2014,5/14/2014
"New Orleans, LA","Houston, TX",$14.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,"Katy Mills Mall, Entrance 5",8:00 AM,3:45 PM,7hrs 45mins,5/28/2014,5/14/2014
"New Orleans, LA","Houston, TX",$14.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,815 Pierce St near Travis St,8:00 AM,2:30 PM,6hrs 30mins,5/28/2014,5/14/2014
"New Orleans, LA","Houston, TX",$27.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,815 Pierce St near Travis St,4:45 PM,11:15 PM,6hrs 30mins,5/28/2014,5/14/2014
"New Orleans, LA","Jackson, MS",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,213 N. Lamar Street b/t E Griffith St and E Amite St,9:00 AM,12:20 PM,3hrs 20mins,5/28/2014,5/14/2014
"New Orleans, LA","Jackson, MS",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,213 N. Lamar Street b/t E Griffith St and E Amite St,4:30 PM,7:50 PM,3hrs 20mins,5/28/2014,5/14/2014
"New Orleans, LA","Jackson, MS",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,213 N. Lamar Street b/t E Griffith St and E Amite St,11:30 PM,2:50 AM,3hrs 20mins,5/28/2014,5/14/2014
"New Orleans, LA","Memphis, TN",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,MATA North End Terminal,9:00 AM,5:10 PM,8hrs 10mins,5/28/2014,5/14/2014
"New Orleans, LA","Memphis, TN",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,MATA North End Terminal,4:30 PM,12:40 AM,8hrs 10mins,5/28/2014,5/14/2014
"New Orleans, LA","Memphis, TN",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,MATA North End Terminal,11:30 PM,7:40 AM,8hrs 10mins,5/28/2014,5/14/2014
"New Orleans, LA","Mobile, AL",$8.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,GM&O Transit Center - 110 Beauregard St,8:30 AM,10:55 AM,2hrs 25mins,5/28/2014,5/14/2014
"New Orleans, LA","Mobile, AL",$17.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,GM&O Transit Center - 110 Beauregard St,11:30 AM,2:00 PM,2hrs 30mins,5/28/2014,5/14/2014
"New Orleans, LA","Mobile, AL",$17.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,GM&O Transit Center - 110 Beauregard St,1:30 PM,3:55 PM,2hrs 25mins,5/28/2014,5/14/2014
"New Orleans, LA","Mobile, AL",$9.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,GM&O Transit Center - 110 Beauregard St,10:30 PM,12:55 AM,2hrs 25mins,5/28/2014,5/14/2014
"New Orleans, LA","Mobile, AL",$17.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,GM&O Transit Center - 110 Beauregard St,11:59 PM,2:30 AM,2hrs 31mins,5/28/2014,5/14/2014
"New Orleans, LA","Montgomery, AL",$10.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,8:30 AM,2:30 PM,6hrs 0mins,5/28/2014,5/14/2014
"New Orleans, LA","Montgomery, AL",$17.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,1:30 PM,7:30 PM,6hrs 0mins,5/28/2014,5/14/2014
"New Orleans, LA","Montgomery, AL",$10.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,Parking Lot at SE Corner of Woodmere Blvd and Easter Blvd,10:30 PM,4:30 AM,6hrs 0mins,5/28/2014,5/14/2014
"New Orleans, LA","Orlando, FL",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,101-199 N Gertrude Ave,11:30 AM,11:45 PM,11hrs 15mins,5/28/2014,5/14/2014
"New Orleans, LA","Orlando, FL",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,101-199 N Gertrude Ave,11:59 PM,12:15 PM,11hrs 16mins,5/28/2014,5/14/2014
"New Orleans, LA","Oxford, MS",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",9:00 AM,3:40 PM,6hrs 40mins,5/28/2014,5/14/2014
"New Orleans, LA","Oxford, MS",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",4:30 PM,11:10 PM,6hrs 40mins,5/28/2014,5/14/2014
"New Orleans, LA","Oxford, MS",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",11:30 PM,6:10 AM,6hrs 40mins,5/28/2014,5/14/2014
"New Orleans, LA","San Antonio, TX",$22.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,South corner of 4th St and Broadway St,12:15 AM,10:15 AM,10hrs 0mins,5/28/2014,5/14/2014
"New Orleans, LA","San Antonio, TX",$25.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,South corner of 4th St and Broadway St,8:00 AM,7:00 PM,11hrs 0mins,5/28/2014,5/14/2014
"New Orleans, LA","Tallahassee, FL",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,CK Steele Plaza Gate 24,11:30 AM,7:00 PM,6hrs 30mins,5/28/2014,5/14/2014
"New Orleans, LA","Tallahassee, FL",$1.00 ,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,CK Steele Plaza Gate 24,11:59 PM,7:30 AM,6hrs 31mins,5/28/2014,5/14/2014
"New York, NY","Albany, NY",$5.00 ,34th St b/t 11th Ave and 12th Ave,Rensselaer Station,6:10 AM,8:55 AM,2hrs 45mins,5/28/2014,5/14/2014
"New York, NY","Albany, NY",$5.00 ,34th St b/t 11th Ave and 12th Ave,SUNY Albany - Collins Circle,6:10 AM,9:15 AM,3hrs 5mins,5/28/2014,5/14/2014
"New York, NY","Albany, NY",$10.00 ,34th St b/t 11th Ave and 12th Ave,Rensselaer Station,1:30 PM,4:15 PM,2hrs 45mins,5/28/2014,5/14/2014
"New York, NY","Albany, NY",$10.00 ,34th St b/t 11th Ave and 12th Ave,SUNY Albany - Collins Circle,1:30 PM,4:35 PM,3hrs 5mins,5/28/2014,5/14/2014
"New York, NY","Albany, NY",$5.00 ,34th St b/t 11th Ave and 12th Ave,Rensselaer Station,3:10 PM,5:55 PM,2hrs 45mins,5/28/2014,5/14/2014
"New York, NY","Albany, NY",$5.00 ,34th St b/t 11th Ave and 12th Ave,SUNY Albany - Collins Circle,3:10 PM,6:15 PM,3hrs 5mins,5/28/2014,5/14/2014
"New York, NY","Albany, NY",$17.00 ,34th St b/t 11th Ave and 12th Ave,Rensselaer Station,6:00 PM,8:50 PM,2hrs 50mins,5/28/2014,5/14/2014
"New York, NY","Albany, NY",$17.00 ,34th St b/t 11th Ave and 12th Ave,SUNY Albany - Collins Circle,6:00 PM,9:05 PM,3hrs 5mins,5/28/2014,5/14/2014
"New York, NY","Amherst, MA",$10.00 ,34th St b/t 11th Ave and 12th Ave,Hampshire Mall b/t Cinemark and the Arizona Pizza Company,2:45 PM,6:30 PM,3hrs 45mins,5/28/2014,5/14/2014
"New York, NY","Atlanta, GA",$89.00 ,34th St b/t 11th Ave and 12th Ave,MARTA Civic Center - 435 W Peachtree St NW,1:30 AM,10:00 PM,20hrs 30mins,5/28/2014,5/14/2014
"New York, NY","Atlanta, GA",$109.00 ,34th St b/t 11th Ave and 12th Ave,MARTA Civic Center - 435 W Peachtree St NW,3:00 PM,10:30 AM,19hrs 30mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$35.00 ,Port Authority Bus Terminal,Casinos,8:00 AM,10:30 AM,2hrs 30mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$38.00 ,Port Authority Bus Terminal,Casinos,9:00 AM,11:25 AM,2hrs 25mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$38.00 ,Port Authority Bus Terminal,Casinos,10:00 AM,12:30 PM,2hrs 30mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$30.00 ,Port Authority Bus Terminal,Casinos,11:00 AM,1:25 PM,2hrs 25mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$38.00 ,Port Authority Bus Terminal,Casinos,12:01 PM,2:15 PM,2hrs 14mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$25.00 ,Port Authority Bus Terminal,Casinos,2:00 PM,4:25 PM,2hrs 25mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$35.00 ,Port Authority Bus Terminal,Casinos,4:00 PM,6:15 PM,2hrs 15mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$30.00 ,Port Authority Bus Terminal,Casinos,6:00 PM,8:15 PM,2hrs 15mins,5/28/2014,5/14/2014
"New York, NY","Atlantic City, NJ",$25.00 ,Port Authority Bus Terminal,Casinos,8:00 PM,10:25 PM,2hrs 25mins,5/28/2014,5/14/2014
"New York, NY","Baltimore, MD",$16.00 ,34th St b/t 11th Ave and 12th Ave,White Marsh MTA Park & Ride,12:30 AM,3:40 AM,3hrs 10mins,5/28/2014,5/14/2014
